489,MediEvil (2019),2019-10-25,29.99,29.99,0.00
454,Kingdom Hearts HD 1.5 & 2.5 Remix,2019-11-17,36.99,12.10,24.89
455,Kingdom Hearts HD 2.8 Final Chapter Prologue,2019-11-17,36.99,12.10,24.89
456,Kingdom Hearts III,2019-11-17,35.99,12.09,23.90
615,Surgeon Simulator,2019-12-05,30.98,24.98,6.00
735,Groundhog Day: Like Father Like Son,2019-12-05,19.99,19.99,0.00
773,Track Lab,2019-12-05,19.99,8.99,11.00
747,Kona VR,2019-12-05,19.99,3.99,16.00
748,Lethal VR,2019-12-05,19.99,7.99,12.00
687,Untitled Goose Game,2019-12-17,19.99,14.99,5.00
708,Yooka-Laylee and the Impossible Lair,2019-12-25,29.99,0.00,29.99
650,The Walking Dead: The Final Season TTG,2019-12-25,23.99,23.99,0.00
580,Sekiro: Shadows Die Twice,2019-12-25,69.99,45.49,24.50
718,BoxVR,2019-12-25,29.99,17.99,12.00
303,Blood Bowl 2,2019-12-25,19.99,7.49,12.50
341,Dark Souls Remastered,2019-12-25,39.99,14.79,25.20
363,Disney Classic Games: Aladdin & The Lion King,2019-12-25,34.99,34.99,0.00
371,DreamBall,2019-12-25,5.99,5.99,0.00
