292,Batman: Arkham Asylum,PS4,2020-04-01,19.99,7.99,12.00,Rocksteady Studios,England
293,Batman: Arkham City,PS4,2020-04-01,19.99,7.99,12.00,Rocksteady Studios,England
294,Batman: Arkham Knight,PS4,2020-04-01,19.99,7.99,12.00,Rocksteady Studios,England
295,Battlefield 1: Revolution,PS4,2021-05-18,19.99,0.00,19.99,EA DICE,Sweden
296,Bear With Me,PS4,2020-02-06,14.99,7.49,7.50,Exordium Games,Croatia
297,Beat Cop,PS4,2021-08-23,14.99,1.49,13.50,Pixel Crow,Poland
298,Beyond Eyes,PS4,2017-07-23,12.99,3.99,9.00,Tiger & Squid,Netherlands
299,Beyond Two Souls,PS4,2021-08-04,19.99,5.99,14.00,Quantic Dream,France
300,BioShock 1 & 2: The Collection,PS4,2017-08-22,24.99,9.99,15.00,Blind Squirrel Games,USA
301,BioShock Infinite: The Collection,PS4,2017-08-22,24.99,9.99,15.00,Blind Squirrel Games,USA
302,BLACKSAD: Under the Skin,PS4,2022-05-27,39.99,7.99,32.00,Pendulo Studios,Spain
303,Blood Bowl 2,PS4,2019-12-25,19.99,7.49,12.50,Cyanide,France
304,Bloodborne,PS4,2019-06-07,34.99,18.24,16.75,FromSoftware,Japan
305,Borderlands: Game of the Year Edition,PS4,2019-04-03,29.99,29.99,0.00,Gearbox Software,USA
306,Borderlands: The Handsome Collection,PS4,2017-08-22,109.98,62.98,47.00,Gearbox Software,USA
307,Breaking Enigma,PS4,2023-05-24,10.99,0.54,10.45,Alphanu Game Studios,England
308,Bridge Constructor,PS4,2019-03-24,9.99,3.99,6.00,ClockStone Studios,Austria
309,Broforce,PS4,2017-01-15,14.99,4.99,10.00,Free Lives,South Africa
310,Broken Age,PS4,2017-08-03,14.99,6.99,8.00,Double Fine Productions,USA
311,Brothers: A Tale of Two Sons,PS4,2021-04-28,19.99,4.99,15.00,Starbreeze Studios,Sweden
312,Bud Spencer & Terence Hill - Slaps and Beans,PS4,2023-11-26,19.99,3.99,16.00,Trinity Team,Italy
313,Burnout Paradise: Remastered,PS4,2019-05-06,39.98,9.99,29.99,Criterion Games,England
314,Call of Duty: Black Ops III,PS4,2022-01-29,69.99,0.00,69.99,Treyarch,USA
315,Canis Canem Edit (Bully),PS4,2017-08-03,23.98,15.98,8.00,Rockstar Vancouver,Canada
316,Captain Tsubasa: Rise of New Champions,PS4,2021-12-09,59.99,19.79,40.20,Tamsoft,Japan
317,Castle Crashers: Remastered,PS4,2019-09-19,30.98,30.98,0.00,The Behemoth,USA
318,Castlevania Requiem: Symphony of the Night and Rondo of Blood,PS4,2015-10-02,29.98,8.99,20.99,Konami,Japan
319,Catherine: Full Body,PS4,2019-09-09,79.98,79.98,0.00,Atlus,Japan
320,Cel Damage HD,PS4,2017-05-20,13.98,7.98,6.00,Finish Line Games,Canada
321,Celeste,PS4,2018-08-23,19.99,11.99,8.00,Extremely OK Games,Canada
322,Child Of Light,PS4,2016-09-22,14.99,4.99,10.00,Ubisoft Montreal,Canada
323,Chime Sharp,PS4,2017-07-23,9.99,2.99,7.00,Chilled Mouse,England
324,Cities: Skylines,PS4,2019-08-22,139.98,84.98,55.00,Colossal Order,Finland
325,Claire,PS4,2017-04-07,16.99,4.99,12.00,Hailstorm Games,USA
326,ClusterTruck,PS4,2020-08-24,14.99,4.49,10.50,Landfall Games,Sweden
327,Code Vein,PS4,2023-03-07,69.99,0.00,69.99,Bandai Namco Studios,Japan
328,Color Slayer,PS4,2020-03-22,1.99,1.99,0.00,The Domaginarium,El Salvador
329,Concrete Genie,PS4,2020-03-13,29.99,23.99,6.00,Pixelopus,USA
330,Cosmophony,PS4,2017-08-03,4.99,1.99,3.00,Bento Studio,France
331,CounterSpy,PS4,2017-07-09,12.99,3.99,9.00,Dynamighty,USA
332,Crash Bandicoot: N Sane Trilogy (2017),PS4,2017-06-29,39.99,39.99,0.00,Vicarious Visions,USA
333,Crash Team Racing: Nitro Fueled (2019),PS4,2019-06-21,59.99,59.99,0.00,Beenox,Canada
334,Croixleur Sigma,PS4,2017-11-30,13.99,4.99,9.00,souvenir circ,Japan
335,Curse of the Dead Gods,PS4,2022-05-03,19.99,0.00,19.99,Passtech Games,France
336,Dangerous Golf,PS4,2019-02-23,7.99,2.99,5.00,Three Fields Entertainment,England
337,Danger Zone,PS4,2019-02-23,10.99,2.99,8.00,Three Fields Entertainment,England
338,Dangerous Driving,PS4,2021-08-23,29.99,7.49,22.50,Three Fields Entertainment,England
339,Dark Cloud,PS4,2016-09-06,14.99,8.99,6.00,Level-5,Japan
340,Dark Chronicle (Dark Cloud 2),PS4,2016-10-07,14.99,14.99,0.00,Level-5,Japan
341,Dark Souls Remastered,PS4,2019-12-25,39.99,14.79,25.20,FromSoftware,Japan
342,Dark Souls II: Scholar of the First Sin,PS4,2019-10-17,19.99,9.99,10.00,FromSoftware,Japan
343,Dark Souls III,PS4,2019-06-17,49.99,11.99,38.00,FromSoftware,Japan
344,Day Of The Tentacle Remastered,PS4,2017-03-17,14.99,4.74,10.25,LucasArts,USA
345,Days Gone,PS4,2021-05-18,69.99,0.00,69.99,Bend Studio,USA
346,de Blob,PS4,2023-11-26,19.99,3.99,16.00,Blue Tongue Entertainment,Australia
347,Dead End Job,PS4,2021-08-23,14.99,2.99,12.00,Ant Workshop,Scotland
348,Dead Island: Retro Revenge,PS4,2017-01-15,4.99,2.99,2.00,Empty Clip Studios,USA
349,Dead or Alive 5: Last Round,PS4,2017-05-04,59.98,33.98,26.00,Team Ninja,Japan
350,Dead Rising,PS4,2020-03-17,19.99,4.99,15.00,Capcom,Japan
351,Deadpool,PS4,2017-01-31,39.99,19.99,20.00,High Moon Studios,USA
352,Death Squared,PS4,2017-12-10,13.99,6.99,7.00,SMG Studio,Australia
353,DEEEER Simulator: Your Average Everyday Deer Game,PS4,2022-03-03,16.99,13.59,3.40,Gibier Games,Japan
354,Descenders,PS4,2023-05-02,21.99,0.00,21.99,RageSquid,Netherlands
355,Destroy All Humans! (2005),PS4,2017-04-07,19.99,7.99,12.00,Pandemic Studios,USA
356,Destroy All Humans! (2020),PS4,2020-08-28,39.99,31.99,8.00,Black Forest Games,Germany
357,Destroy All Humans! 2 (2006),PS4,2017-04-07,19.99,7.99,12.00,Pandemic Studios,USA
358,Detroit: Become Human,PS4,2021-05-18,29.99,0.00,29.99,Quantic Dream,France
359,Devil May Cry Trilogy HD Collection,PS4,2019-08-08,21.99,10.99,11.00,Capcom,Japan
360,Devil May Cry 4,PS4,2019-08-08,22.99,10.99,12.00,Capcom,Japan
361,Devil May Cry 5,PS4,2019-08-08,49.99,44.99,5.00,Capcom,Japan
362,Dex,PS4,2017-04-19,19.99,9.99,10.00,Dreadlocks Ltd,Czech Republic
363,Disney Classic Games: Aladdin & The Lion King,PS4,2019-12-25,34.99,34.99,0.00,Digital Eclipse,USA
364,Doki-Doki Universe,PS4,2017-07-09,7.49,1.99,5.50,HumaNature Studios,USA
365,Don`t Starve,PS4,2023-05-02,13.99,3.49,10.50,Klei Entertainment,Canada
366,Donut County,PS4,2020-01-26,12.99,6.49,6.50,Ben Esposito,USA
367,DOOM (1993),PS4,2022-05-27,4.99,2.49,2.50,id Software,USA
368,DOOM II,PS4,2022-05-27,4.99,2.49,2.50,id Software,USA
369,DOOM 64,PS4,2022-05-27,4.99,2.49,2.50,Midway Games,USA
370,Downwell,PS4,2017-01-31,4.99,1.99,3.00,Moppin,Japan
371,DreamBall,PS4,2019-12-25,5.99,5.99,0.00,Rampage Game Studio,Spain
372,Dreams,PS4,2020-03-17,39.99,29.99,10.00,Media Molecule,England
373,Duke Nukem 3D,PS4,2015-12-25,22.98,8.98,14.00,Gearbox Software,USA
374,Empire of Sin: Deluxe Edition,PS4,2023-02-10,49.99,12.49,37.50,Romero Games,Republic of Ireland
375,Enter The Gungeon,PS4,2017-01-19,14.99,7.49,7.50,Dodge Roll,USA
376,Entwined,PS4,2017-07-09,7.99,1.99,6.00,Pixelopus,USA
377,Escape Plan,PS4,2017-07-13,19.99,19.99,0.00,Fun Bits Interactive,USA
378,Everybody`s Golf (2017),PS4,2018-01-24,75.93,55.93,20.00,Clap Hanz,Japan
379,Exit the Gungeon,PS4,2021-08-18,9.99,6.99,3.00,Dodge Roll,USA
380,Fahrenheit (Indigo Prophecy),PS4,2022-05-27,13.49,5.39,8.10,Quantic Dream,France
381,Fallout 4,PS4,2019-07-22,19.99,12.99,7.00,Bethesda Game Studios,USA
382,Far Cry 3,PS4,2019-02-23,29.99,17.99,12.00,Ubisoft Montreal,Canada
383,Far Cry 4,PS4,2019-02-23,24.99,7.99,17.00,Ubisoft Montreal,Canada
384,Far Cry: Primal,PS4,2019-02-23,24.99,7.99,17.00,Ubisoft Montreal,Canada
385,Far Cry 5,PS4,2018-09-29,99.98,49.98,50.00,Ubisoft Montreal,Canada
386,Far Cry: New Dawn,PS4,2019-03-24,54.99,27.49,27.50,Ubisoft Montreal,Canada
387,Fat Princess Adventures,PS4,2016-10-07,19.99,9.99,10.00,Fun Bits Interactive,USA
388,Fez,PS4,2017-07-23,9.99,1.99,8.00,Polytron Corporation,Canada
389,FIFA 18,PS4,2017-09-29,69.99,69.99,0.00,EA Vancouver,Canada
390,FIFA 19,PS4,2018-11-26,69.99,39.89,30.10,EA Vancouver,Canada
391,FIFA 20,PS4,2020-04-01,69.99,27.99,42.00,EA Vancouver,Canada
392,Final Fantasy X/X-2 HD Remaster,PS4,2018-10-04,29.99,14.99,15.00,Square Enix,Japan
393,Final Fantasy XV: Royal Edition,PS4,2021-05-18,34.99,0.00,34.99,Square Enix,Japan
394,Five Dates,PS4,2022-03-20,11.66,5.83,5.83,Wales Interactive,Wales
395,Flashback,PS4,2022-05-27,19.99,0.99,19.00,Delphine Software International,France
396,Flockers,PS4,2017-03-17,24.99,4.99,20.00,Team17,England
397,flOw,PS4,2017-07-09,4.99,1.99,3.00,Thatgamecompany,USA
398,Flower,PS4,2017-07-09,7.99,1.99,6.00,Thatgamecompany,USA
399,forma.8,PS4,2020-04-21,9.99,2.99,7.00,MixedBag,Italy
400,Formula Retro Racing,PS4,2022-05-27,5.99,3.59,2.40,Repixel8,England
401,Futuridium,PS4,2020-04-16,9.99,2.99,7.00,MixedBag,Italy
402,Game Of Thrones TTG,PS4,2017-04-09,14.99,14.99,0.00,Telltale Games,USA
403,Generation Zero,PS4,2023-09-05,29.99,0.00,29.99,Systemic Reaction,Sweden
404,Geometry Wars 3: Dimensions Evolved,PS4,2017-06-01,14.99,3.99,11.00,Lucid Games,England
405,Ghost Blade HD,PS4,2017-08-04,8.99,3.99,5.00,Hucast Games,Germany
406,Ghost of Tsushima,PS4,2020-11-22,69.99,49.69,20.30,Sucker Punch Productions,USA
407,Ghostbusters,PS4,2018-06-24,29.99,7.99,22.00,FireForge Games,USA
408,Goat Simulator,PS4,2016-10-07,31.95,18.55,13.40,Coffee Stain Studios,Sweden
409,God of War III Remastered,PS4,2017-10-06,19.99,9.99,10.00,Santa Monica Studio,USA
410,God of War (2018),PS4,2021-05-18,19.99,0.00,19.99,Santa Monica Studio,USA
411,Godlike Burger,PS4,2023-05-02,19.99,7.99,12.00,Liquid Pug,Belarus
412,Going Under,PS4,2023-09-08,19.99,0.00,19.99,Aggro Crab,USA
413,Good Dog Bad Dog,PS4,2022-12-28,16.99,0.00,16.99,Play Em,USA
414,Granblue Fantasy: Versus,PS4,2022-09-07,19.99,0.00,19.99,Arc System Works,Japan
415,Grand Ages: Medieval,PS4,2020-04-01,39.99,3.99,36.00,Gaming Minds Studios,Germany
416,Grand Theft Auto III (2001),PS4,2016-09-06,10.99,5.99,5.00,Rockstar North,Scotland
417,Grand Theft Auto: Vice City (2002),PS4,2016-09-06,12.00,7.00,5.00,Rockstar North,Scotland
418,Grand Theft Auto: San Andreas (2004),PS4,2016-09-06,12.00,7.00,5.00,Rockstar North,Scotland
419,Grim Fandango Remastered,PS4,2017-02-12,14.99,3.99,11.00,LucasArts,USA
420,Harvest Moon: A Wonderful Life,PS4,2018-06-24,14.99,4.99,10.00,Marvelous Interactive,Japan
421,Hatoful Boyfriend,PS4,2017-05-20,9.99,2.99,7.00,Mediatonic,England
422,Heart&Slash,PS4,2017-07-09,19.99,3.99,16.00,aheartfulofgames,Spain
423,Heavy Rain,PS4,2020-10-11,22.99,8.99,14.00,Quantic Dream,France
424,Helldivers,PS4,2017-10-08,29.99,29.99,0.00,Arrowhead Game Studios,Sweden
425,Hitman 2,PS4,2021-09-22,69.99,0.00,69.99,IO Interactive,Denmark
426,Hohokum,PS4,2017-07-09,12.99,3.99,9.00,Honeyslug,England
427,Hollow Knight: Voidheart Edition,PS4,2020-11-03,14.49,0.00,14.49,Team Cherry,Australia
428,Holy Potatoes! A Weapon Shop?!,PS4,2023-11-26,14.99,1.49,13.50,Daylight Studios,Singapore
429,Holy Potatoes! We`re in Space?!,PS4,2023-11-26,14.99,1.49,13.50,Daylight Studios,Singapore
430,Holy Potatoes! What the Hell?!,PS4,2023-11-26,14.99,1.49,13.50,Daylight Studios,Singapore
431,Home,PS4,2016-10-23,4.99,1.99,3.00,Benjamin Rivers Inc,Canada
432,HoPiKo,PS4,2017-05-04,6.99,1.99,5.00,Laser Dog,England
433,Horizon Zero Dawn,PS4,2019-06-07,34.98,27.98,7.00,Guerrilla Games,Netherlands
434,Hotline Miami,PS4,2015-08-18,9.99,9.99,0.00,Dennaton Games,Sweden
435,Hotline Miami 2: Wrong Number,PS4,2017-01-15,14.99,3.59,11.40,Dennaton Games,Sweden
436,Hue,PS4,2017-03-17,14.99,4.99,10.00,Fiddlesticks,England
437,I am Bread,PS4,2022-03-20,12.99,2.59,10.40,Bossa Studios,England
438,inFamous Second Son,PS4,2016-11-26,14.99,6.99,8.00,Sucker Punch Productions,USA
439,inFamous First Light,PS4,2016-11-26,14.99,7.99,7.00,Sucker Punch Productions,USA
440,Injustice: Gods Among Us,PS4,2020-10-01,59.99,9.59,50.40,NetherRealm Studios,USA
441,Injustice 2,PS4,2022-10-05,19.99,0.00,19.99,NetherRealm Studios,USA
442,Iris and the Giant,PS4,2023-09-08,14.99,0.00,14.99,Louis Rigaud,France
443,Jak and Daxter: The Precursor Legacy,PS4,2012-11-27,26.98,26.98,0.00,Naughty Dog,USA
444,Jak II: Renegade,PS4,2012-11-27,24.97,24.97,0.00,Naughty Dog,USA
445,Jak 3,PS4,2012-11-27,26.98,26.98,0.00,Naughty Dog,USA
446,Jak X: Combat Racing,PS4,2017-12-09,9.99,9.99,0.00,Naughty Dog,USA
447,Jazzpunk: Director`s Cut,PS4,2017-08-04,17.99,4.99,13.00,Necrophone Games,Canada
448,Jetpack Joyride,PS4,2017-01-31,5.58,3.98,1.60,Halfbrick Studios,Australia
449,Journey,PS4,2017-07-09,14.99,14.99,0.00,thatgamecompany,USA
450,Just Die Already,PS4,2022-04-27,13.99,6.29,7.70,DoubleMoose Games,Sweden
451,Kandagawa Jet Girls,PS4,2022-03-03,39.99,14.79,25.20,Honey Parade Games,Japan
452,Katamari Damacy: Reroll,PS4,2018-09-30,49.98,40.98,9.00,Bandai Namco Studios,Japan
453,Keep Talking and Nobody Explodes,PS4,2022-03-03,14.99,7.49,7.50,Steel Crate Games,Canada
454,Kingdom Hearts HD 1.5 & 2.5 Remix,PS4,2019-11-17,36.99,12.10,24.89,Square Enix,Japan
455,Kingdom Hearts HD 2.8 Final Chapter Prologue,PS4,2019-11-17,36.99,12.10,24.89,Square Enix,Japan
456,Kingdom Hearts III,PS4,2019-11-17,35.99,12.09,23.90,Square Enix,Japan
457,Kingdoms of Amalur: Re-Reckoning,PS4,2021-11-02,39.99,0.00,39.99,Kaiko,Germany
458,Knack,PS4,2022-01-20,19.99,7.99,12.00,Team Asobi (Japan Studio),Japan
459,Knack 2,PS4,2022-01-20,39.99,13.99,26.00,Team Asobi (Japan Studio),Japan
460,LA Cops,PS4,2017-03-17,13.99,2.99,11.00,Modern Dream,England
461,LEGO City Undercover,PS4,2019-02-23,59.99,16.99,43.00,TT Games,England
462,LEGO Marvel Super-Heroes,PS4,2021-01-07,39.99,9.99,30.00,TT Games,England
463,LEGO Harry Potter Collection,PS4,2017-04-07,39.99,19.99,20.00,TT Games,England
464,LEGO DC Super-Villains,PS4,2021-12-09,59.99,0.00,59.99,TT Games,England
465,Leisure Suit Larry: Wet Dreams Don`t Dry,PS4,2022-03-20,39.99,7.99,32.00,CrazyBunch,Germany
466,Leisure Suit Larry: Wet Dreams Dry Twice,PS4,2022-03-20,39.99,11.99,28.00,CrazyBunch,Germany
467,Lichtspeer,PS4,2017-08-03,9.99,5.99,4.00,Lichthund,Poland
468,Life Is Strange,PS4,2016-11-26,16.99,5.99,11.00,Dontnod Entertainment,France
469,Like a Dragon (Yakuza 0),PS4,2021-10-05,19.99,8.99,11.00,Ryu Ga Gotoku,Japan
470,Like a Dragon Kiwami (Yakuza Kiwami),PS4,2021-10-05,19.99,7.99,12.00,Ryu Ga Gotoku,Japan
471,Like a Dragon Kiwami 2 (Yakuza Kiwami 2),PS4,2021-10-05,19.99,6.99,13.00,Ryu Ga Gotoku,Japan
472,Like a Dragon 3 (Yakuza 3 Remastered),PS4,2021-10-13,13.33,8.00,5.33,Ryu Ga Gotoku,Japan
473,Like a Dragon 4 (Yakuza 4 Remastered),PS4,2021-10-13,13.33,8.00,5.33,Ryu Ga Gotoku,Japan
474,Like a Dragon 5 (Yakuza 5 Remastered),PS4,2021-10-13,13.33,7.99,5.34,Ryu Ga Gotoku,Japan
475,Like a Dragon 6 (Yakuza 6: The Song of Life),PS4,2021-10-05,19.99,8.99,11.00,Ryu Ga Gotoku,Japan
476,Little Nightmares,PS4,2022-08-03,19.99,0.00,19.99,Tarsier Studios,Sweden
477,LittleBigPlanet 3,PS4,2017-10-06,19.99,9.99,10.00,Sumo Digital,England
478,LocoRoco,PS4,2017-07-29,14.99,14.99,0.00,Team Asobi (Japan Studio),Japan
479,Lovers In A Dangerous Spacetime,PS4,2017-05-20,14.99,4.99,10.00,Asteroid Base,Canada
480,LUMO,PS4,2017-01-19,17.99,9.99,8.00,Just Add Water Ltd,England
481,Mafia: Definitive Edition (2020),PS4,2020-12-11,39.99,29.99,10.00,Hangar 13,USA
482,Mafia III,PS4,2020-04-16,39.99,9.99,30.00,Hangar 13,USA
483,Manhunt,PS4,2017-08-03,13.99,5.99,8.00,Rockstar North,Scotland
484,Manual Samuel,PS4,2017-08-04,9.99,4.99,5.00,Perfectly Paranormal,Norway
485,Marvel`s Guardians Of The Galaxy TTG,PS4,2017-08-22,14.99,14.99,0.00,Telltale Games,USA
486,Marvel`s Spider-Man,PS4,2018-09-07,79.99,0.00,79.99,Insomniac Games,USA
487,Mass Effect: Legendary Edition,PS4,2021-11-21,69.99,44.79,25.20,Bioware,Canada
488,Max Payne,PS4,2017-08-03,13.99,5.99,8.00,Remedy Entertainment,Finland
489,MediEvil (2019),PS4,2019-10-25,29.99,29.99,0.00,Other Ocean Emeryville,USA
490,Mega Man Legacy Collection,PS4,2016-09-06,14.99,7.99,7.00,Digital Eclipse,USA
491,Mega Man Legacy Collection 2,PS4,2017-12-22,14.99,7.99,7.00,Capcom,Japan
492,Mega Man X Legacy Collection,PS4,2019-07-22,19.99,11.99,8.00,Capcom,Japan
493,Mega Man X Legacy Collection 2,PS4,2019-07-22,19.99,11.99,8.00,Capcom,Japan
494,Metal Gear Solid V: The Phantom Pain,PS4,2020-12-25,29.99,7.49,22.50,Kojima Productions,Japan
495,Metro Redux,PS4,2021-08-23,29.99,4.49,25.50,4A Games,Ukraine
496,Micro Machines World Series,PS4,2017-06-22,39.99,26.99,13.00,Codemasters,England
497,Minecraft Dungeons,PS4,2023-03-07,19.99,0.00,19.99,Mojang Studios,Sweden
498,Minutes,PS4,2017-04-07,4.49,3.49,1.00,Red Phantom Games,England
499,Monopoly Family Fun Pack,PS4,2016-09-22,29.99,19.99,10.00,Asobo Studio,France
500,Monster Hunter World: Iceborne,PS4,2021-05-18,19.99,0.00,19.99,Capcom,Japan
501,Monster Prom: XXL,PS4,2023-09-07,15.99,0.00,15.99,Beautiful Glitch,Spain
502,Mortal Kombat X,PS4,2021-05-18,19.99,0.00,19.99,NetherRealm Studios,USA
503,Mortal Shell,PS4,2021-12-09,29.99,0.00,29.99,Cold Symmetry,USA
504,Mother Russia Bleeds,PS4,2017-08-04,12.99,4.49,8.50,Le Cartel Studio,France
505,Need for Speed Heat,PS4,2022-09-07,69.99,0.00,69.99,EA Gothenburg,Sweden
506,Neon Chrome,PS4,2017-03-17,14.99,4.49,10.50,10tons,Finland
507,Neon Drive,PS4,2022-05-27,9.99,4.99,5.00,Fraoula,Slovenia
508,Ni No Kuni: Wrath of the White Witch,PS4,2023-09-13,49.99,0.00,49.99,Level-5,Japan
509,Ni No Kuni II: Revenant Kingdom,PS4,2023-09-08,69.99,0.00,69.99,Level-5,Japan
510,Night Book,PS4,2022-03-20,11.67,5.83,5.84,Wales Interactive,Wales
511,Ninja Senki DX,PS4,2017-04-07,5.99,1.99,4.00,Tribute Games,Canada
512,Nitroplus Blasterz: Heroines Infinite Duel,PS4,2017-01-19,19.99,14.99,5.00,Team Arcana,Japan
513,Octodad: Dadliest Catch,PS4,2015-09-06,13.99,7.00,6.99,Young Horses,USA
514,Oddworld: New n Tasty,PS4,2015-04-29,23.58,20.98,2.60,Just Add Water Ltd,England
515,Okami HD,PS4,2018-06-24,19.99,13.99,6.00,Clover Studio,Japan
516,OlliOlli: Epic Combo Edition,PS4,2017-02-25,24.99,9.99,15.00,Roll7,England
517,OlliOlli 2,PS4,2017-02-25,12.99,6.49,6.50,Roll7,England
518,One Piece Unlimited World Red,PS4,2017-12-31,79.98,18.98,61.00,Ganbarion,Japan
519,Onee Chanbara Origin,PS4,2022-12-28,49.99,22.49,27.50,Tamsoft,Japan
520,Outbreak: Epidemic,PS4,2021-05-19,14.99,8.24,6.75,Dead Drop Studios LLC,USA
521,Outlast,PS4,2020-08-28,18.99,3.79,15.20,Red Barrels,Canada
522,Oxenfree,PS4,2017-08-07,9.99,4.99,5.00,Night School Studio,USA
523,PAC-MAN 256,PS4,2016-10-07,4.99,4.99,0.00,Hipster Whale,Australia
524,PaRappa The Rapper Remastered,PS4,2017-07-11,14.99,14.99,0.00,Team Asobi (Japan Studio),Japan
525,PaRappa The Rapper 2,PS4,2016-09-06,9.99,5.99,4.00,NanaOn-Sha,Japan
526,Party Hard,PS4,2017-08-04,12.99,4.99,8.00,Pinokl Games,Ukraine
527,Party Hard 2,PS4,2023-02-08,19.99,4.99,15.00,Pinokl Games,Ukraine
528,Persona 5,PS4,2017-12-22,69.99,34.99,35.00,Atlus,Japan
529,Persona 5 Strikers,PS4,2022-01-04,59.99,0.00,59.99,Omega Force,Japan
530,PGA Tour 2K21,PS4,2021-10-05,59.99,0.00,59.99,HB Studios,Canada
531,Pic-A-Pix Color,PS4,2018-11-10,7.99,3.99,4.00,Lightwood Games,England
532,PixelJunk Shooter Ultimate,PS4,2017-03-17,11.99,2.99,9.00,Double Eleven,England
533,Plants vs Zombies: Battle for Neighborville,PS4,2020-05-13,39.99,24.99,15.00,PopCap Games,USA
534,Please Don`t Touch Anything,PS4,2021-08-23,9.99,4.99,5.00,Four Quarters,Russia
535,Poltergeist: A Pixelated Horror,PS4,2017-06-01,7.99,2.99,5.00,Glitchy Pixel,Colombia
536,Polybius,PS4,2018-02-24,16.99,4.99,12.00,Llamasoft,England
537,PONG Quest,PS4,2022-02-17,17.99,8.99,9.00,Chequered Ink Ltd,England
538,Postal Redux,PS4,2022-05-27,9.99,3.49,6.50,Running With Scissors,USA
539,Primal,PS4,2023-09-08,9.99,0.00,9.99,Guerrilla Cambridge,England
540,Psychonauts,PS4,2016-09-10,10.99,7.99,3.00,Double Fine Productions,USA
541,Psychonauts 2,PS4,2021-11-21,59.99,41.99,18.00,Double Fine Productions,USA
542,Pumped BMX+,PS4,2017-07-23,9.99,2.99,7.00,Yeah, Us!,England
543,Putty Squad,PS4,2018-11-29,24.99,6.99,18.00,System 3 Software,England
544,Quake,PS4,2022-05-27,9.99,4.99,5.00,id Software,USA
545,Quest Of Dungeons,PS4,2017-05-04,8.99,3.99,5.00,Upfall Studios,Portugal
546,Rally Copters,PS4,2018-07-14,10.99,10.99,0.00,Depth First Games,USA
547,Ratchet & Clank (2016),PS4,2017-12-22,39.99,16.49,23.50,Insomniac Games,USA
548,Rayman Legends,PS4,2015-09-06,39.98,26.99,12.99,Ubisoft Montpellier,France
549,Red Dead Revolver,PS4,2017-08-03,13.99,5.99,8.00,Rockstar San Diego,USA
550,Red Dead Redemption 2,PS4,2019-10-11,69.99,34.99,35.00,Rockstar San Diego,USA
551,Resident Evil: Code Veronica X,PS4,2023-10-25,14.99,0.99,14.00,Capcom,Japan
552,Resident Evil 0,PS4,2019-09-19,19.99,4.99,15.00,Capcom,Japan
553,Resident Evil (2002),PS4,2019-09-19,19.99,4.99,15.00,Capcom,Japan
554,Resident Evil 4 (2005),PS4,2019-09-19,19.99,7.99,12.00,Capcom,Japan
555,Resident Evil 5,PS4,2021-11-10,19.99,7.99,12.00,Capcom,Japan
556,Resident Evil Revelations,PS4,2019-06-22,19.99,7.49,12.50,Capcom,Japan
557,Resident Evil 6,PS4,2021-11-10,19.99,7.99,12.00,Capcom,Japan
558,Resident Evil Revelations 2,PS4,2019-06-22,19.99,7.49,12.50,Capcom,Japan
559,Resident Evil: Resistance,PS4,2021-09-30,0.00,0.00,0.00,Capcom,Japan
560,Resident Evil: Re:Verse,PS4,2021-10-20,0.00,0.00,0.00,Capcom,Japan
561,RESOGUN,PS4,2017-07-09,12.99,3.99,9.00,Housemarque,Finland
562,Retro City Rampage DX,PS4,2016-09-10,9.99,4.99,5.00,Vblank Entertainment,Canada
563,Riptide GP: Renegade,PS4,2017-08-04,9.99,3.99,6.00,Vector Unit,USA
564,Rise Of The Tomb Raider,PS4,2018-06-24,29.99,14.99,15.00,Crystal Dynamics,USA
565,Risk Of Rain,PS4,2017-08-03,8.99,3.99,5.00,Hopoo Games,USA
566,Road Redemption,PS4,2021-07-21,19.99,7.99,12.00,EQ-Games,USA
567,Rock Boshers DX: Director`s Cut,PS4,2017-04-07,5.49,5.49,0.00,Tikipod,England
568,Rocket League,PS4,2017-01-19,34.58,26.58,8.00,Psyonix,USA
569,Rocketbirds 2: Evolution,PS4,2016-09-06,12.99,12.99,0.00,Ratloop Asia,Singapore
570,Rogue Legacy,PS4,2017-01-15,12.99,4.99,8.00,Cellar Door Games,Canada
571,Rollercoaster Dreams,PS4,2016-12-20,20.99,9.99,11.00,Bimboosoft,Japan
572,Run Sausage Run!,PS4,2023-09-07,4.99,0.00,4.99,CrazyLabs,Israel
573,Saban`s Mighty Morphin Power Rangers: Mega Battle,PS4,2019-02-23,19.99,3.99,16.00,Bamtang Games,Peru
574,Saints Row IV: Re-Elected,PS4,2020-09-17,34.98,7.49,27.49,High Voltage Software,USA
575,Saints Row IV: Gat out of Hell,PS4,2020-09-17,19.99,7.99,12.00,High Voltage Software,USA
576,Sam and Max Season 1: Save The World TTG,PS4,2022-10-02,19.99,14.99,5.00,Telltale Games,USA
577,Sam and Max Season 2: Beyond Time and Space TTG,PS4,2022-10-02,19.99,14.99,5.00,Telltale Games,USA
578,Scott Pilgrim vs The World: The Game,PS4,2021-08-23,14.99,8.99,6.00,Ubisoft Montreal,Canada
579,Scribblenauts Mega Pack,PS4,2020-03-22,29.99,9.99,20.00,5th Cell,USA
580,Sekiro: Shadows Die Twice,PS4,2019-12-25,69.99,45.49,24.50,FromSoftware,Japan
581,Shadow of the Tomb Raider,PS4,2023-03-29,39.99,6.98,33.01,Eidos Montreal,Canada
