44,Spyro the Dragon (1998),2014-02-14,3.99,3.99,0.00
45,Spyro 2: Gateway to Glimmer (1999),2014-02-14,3.00,3.00,0.00
46,Spyro 3: Year of the Dragon (2000),2014-02-14,3.00,3.00,0.00
209,Syndicate,2014-02-23,1.00,1.00,0.00
230,Tony Hawk`s Pro Skater HD,2014-02-24,9.99,9.99,0.00
37,Rayman,2014-05-04,4.99,4.99,0.00
38,Rayman 2,2014-05-04,4.99,4.99,0.00
242,Football Manager Classic 2014,2014-06-01,39.99,39.99,0.00
182,Ratchet & Clank (2002),2014-12-06,8.99,3.99,5.00
183,Ratchet & Clank 2,2014-12-06,8.00,3.00,5.00
184,Ratchet & Clank 3,2014-12-06,8.00,3.00,5.00
99,Angry Birds Trilogy,2014-12-26,29.99,29.99,0.00
141,inFamous: Festival of Blood,2014-12-26,8.00,8.00,0.00
