453,Lichtspeer,PS4,Lichthund,Poland
507,Pic-A-Pix Color,PS4,Lightwood Games,England
871,Godlike Burger,PS4,Liquid Pug,Belarus
745,Traffic Jams,PSVR,Little Chicken,Netherlands
743,Track Lab,PSVR,Little Chicken,Netherlands
512,Polybius,PS4,Llamasoft,England
261,TxK,PSVITA,Llamasoft,England
724,PlayStation VR Worlds,PSVR,London Studio,England
219,The Secret of Monkey Island: Special Edition,PS3,LucasArts,USA
571,Star Wars Episode I: Pod Racer,PS4,LucasArts,USA
409,Grim Fandango Remastered,PS4,LucasArts,USA
340,Day Of The Tentacle Remastered,PS4,LucasArts,USA
396,Geometry Wars 3: Dimensions Evolved,PS4,Lucid Games,England
663,while true: learn( ),PS4,Luden.io,Russia
814,Nickelodeon All Stars Brawl,PS5,Ludosity,Sweden
876,Wolfenstein: The New Order,PS4,MachineGames,Sweden
877,Wolfenstein: The Old Blood,PS4,MachineGames,Sweden
878,Wolfenstein II: The New Colossus,PS4,MachineGames,Sweden
879,Wolfenstein: Youngblood,PS4,MachineGames,Sweden
410,Harvest Moon: A Wonderful Life,PS4,Marvelous Interactive,Japan
4,Cho Aniki,PS1,Masaya,Japan
835,Shing!,PS5,Mass Creation,Poland
823,Potion Permit,PS5,MassHive Media,Indonesia
774,Cult of the Lamb,PS5,Massive Monster,Australia
615,The Sims 4,PS4,Maxis,USA
69,The Sims,PS2,Maxis,USA
70,The Sims 2,PS2,Maxis,USA
222,The Sims 3,PS3,Maxis,USA
223,The Sims 3: Pets,PS3,Maxis,USA
148,LittleBigPlanet,PS3,Media Molecule,England
149,LittleBigPlanet 2,PS3,Media Molecule,England
365,Dreams,PS4,Media Molecule,England
593,Tearaway Unfolded,PS4,Media Molecule,England
411,Hatoful Boyfriend,PS4,Mediatonic,England
784,Fall Guys: Ultimate Knockout,PS5,Mediatonic,England
692,Catch & Release,PSVR,metricminds,Germany
361,DOOM 64,PS4,Midway Games,USA
128,Final Exam,PS3,Mighty Rocket Studio,France
791,Genshin Impact,PS5,miHoYo,China
627,Thomas Was Alone,PS4,Mike Bithell,England
660,Volume,PS4,Mike Bithell,England
800,Hot Wheels Unleashed,PS5,Milestone,Italy
394,Futuridium,PS4,MixedBag,Italy
392,forma.8,PS4,MixedBag,Italy
446,LA Cops,PS4,Modern Dream,England
476,Minecraft Dungeons,PS4,Mojang Studios,Sweden
120,F.E.A.R,PS3,Monolith Productions,USA
737,Tetris Effect: Connected,PSVR,Monstars,Japan
363,Downwell,PS4,Moppin,Japan
567,Spelunky,PS4,Mossmouth LLC,USA
285,Aven Colony,PS4,Mothership Entertainment,USA
607,The Escapists,PS4,Mouldy Toof Studios,England
744,Trackmania Turbo,PSVR,Nadeo,France
62,UmJammer Lammy,PS1,NanaOn-Sha,Japan
63,Vib-Ribbon,PS1,NanaOn-Sha,Japan
500,PaRappa The Rapper 2,PS4,NanaOn-Sha,Japan
429,Jak 3,PS4,Naughty Dog,USA
430,Jak and Daxter: The Precursor Legacy,PS4,Naughty Dog,USA
431,Jak II: Renegade,PS4,Naughty Dog,USA
432,Jak X: Combat Racing,PS4,Naughty Dog,USA
6,Crash Bandicoot (1996),PS1,Naughty Dog,USA
7,Crash Bandicoot 2 (1997),PS1,Naughty Dog,USA
8,Crash Bandicoot 3 (1998),PS1,Naughty Dog,USA
10,Crash Team Racing (1999),PS1,Naughty Dog,USA
611,The Last Of Us: Left Behind Remastered,PS4,Naughty Dog,USA
612,The Last of Us Part II,PS4,Naughty Dog,USA
613,The Last Of Us Remastered,PS4,Naughty Dog,USA
647,Uncharted: Drake`s Fortune,PS4,Naughty Dog,USA
648,Uncharted: The Lost Legacy,PS4,Naughty Dog,USA
649,Uncharted 2: Among Thieves,PS4,Naughty Dog,USA
650,Uncharted 3: Drake`s Deception,PS4,Naughty Dog,USA
651,Uncharted 4: A Thief`s End,PS4,Naughty Dog,USA
730,Shooty Fruity,PSVR,nDreams,England
723,Perfect VR,PSVR,nDreams,England
433,Jazzpunk: Director`s Cut,PS4,Necrophone Games,Canada
427,Injustice: Gods Among Us,PS4,NetherRealm Studios,USA
428,Injustice 2,PS4,NetherRealm Studios,USA
480,Mortal Kombat X,PS4,NetherRealm Studios,USA
161,Mortal Kombat (2011),PS3,NetherRealm Studios,USA
162,Mortal Kombat Arcade Kollection,PS3,NetherRealm Studios,USA
583,Super Monkey Ball: Banana Blitz HD,PS4,New Entertainment R&D Dept,Japan
602,The Binding of Isaac: Rebirth,PS4,Nicalis,USA
498,Oxenfree,PS4,Night School Studio,USA
174,PlayStation Move Heroes,PS3,Nihilistic Software,USA
266,Yomawari: Night Alone,PSVITA,Nippon Ichi Software,Japan
