596,SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,2021-08-23,29.99,17.99,12.00
578,Scott Pilgrim vs The World: The Game,2021-08-23,14.99,8.99,6.00
297,Beat Cop,2021-08-23,14.99,1.49,13.50
614,Supermarket Shriek,2021-08-23,19.99,11.99,8.00
677,Uncanny Valley,2021-08-23,14.49,3.62,10.87
654,Think of the Children,2021-08-23,12.99,2.59,10.40
694,while true: learn( ),2021-08-23,14.99,9.74,5.25
275,Abzu,2021-08-24,19.99,0.00,19.99
710,Accounting Plus,2021-08-25,11.99,4.79,7.20
829,Final Fantasy VII (2021),2022-08-03,79.99,45.59,34.40
914,The Stanley Parable: Ultra Deluxe,2022-08-03,21.99,14.73,7.26
476,Little Nightmares,2022-08-03,19.99,0.00,19.99
805,Cloudpunk,2022-08-23,24.99,17.49,7.50
812,Death`s Door,2023-08-02,19.99,0.00,19.99
922,Two Point Campus,2023-08-05,29.99,14.99,15.00
